season,team,position,depth_rank,player_name,gsis_id,role,confidence,notes
2026,PIT,RB,1,Jaylen Warren,00-0037228,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,RB,2,Rico Dowdle,00-0036139,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,WR,1,DK Metcalf,00-0035640,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,WR,2,Michael Pittman,00-0036252,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,WR,3,Roman Wilson,00-0039739,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,TE,1,Pat Freiermuth,00-0036894,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,TE,2,Darnell Washington,00-0038558,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,QB,1,Brock Purdy,00-0037834,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,QB,2,Mac Jones,00-0036972,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,RB,1,Christian McCaffrey,00-0033280,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,RB,2,Jordan James,00-0040177,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,WR,1,Mike Evans,00-0031408,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,WR,2,Deebo Samuel Sr.,00-0035719,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,WR,3,De'Zhaun Stribling,00-0041035,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,TE,1,George Kittle,00-0033288,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SF,TE,2,Jake Tonges,00-0037112,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,QB,1,Sam Darnold,00-0034869,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,QB,2,Drew Lock,00-0035704,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,RB,1,Zach Charbonnet,00-0039165,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,RB,2,Jadarian Price,00-0041512,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,WR,1,Jaxon Smith-Njigba,00-0038543,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,WR,2,Rashid Shaheed,00-0037545,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,WR,3,Cooper Kupp,00-0033908,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,TE,1,AJ Barner,00-0039793,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,SEA,TE,2,Eric Saubert,00-0033576,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,QB,1,Baker Mayfield,00-0034855,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,QB,2,Jake Browning,00-0035100,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,RB,1,Bucky Irving,00-0039361,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,RB,2,Kenny Gainwell,00-0036919,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,WR,1,Jalen McMillan,00-0039855,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,WR,2,Emeka Egbuka,00-0040129,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,WR,3,Chris Godwin Jr.,00-0033921,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,TE,1,Cade Otton,00-0038129,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TB,TE,2,Payne Durham,00-0039050,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,QB,1,Cam Ward,00-0040676,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,QB,2,Mitchell Trubisky,00-0033869,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,RB,1,Tony Pollard,00-0035261,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,RB,2,Tyjae Spears,00-0039032,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,WR,1,Calvin Ridley,00-0034837,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,WR,2,Carnell Tate,00-0041438,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,WR,3,Wan'Dale Robinson,00-0038117,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,TE,1,Gunnar Helm,00-0040584,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,TEN,TE,2,Daniel Bellinger,00-0038115,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,QB,1,Jayden Daniels,00-0039910,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,QB,2,Marcus Mariota,00-0032268,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,RB,1,Jacory Croskey-Merritt,00-0040242,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,RB,2,Rachaad White,00-0037256,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,WR,1,Terry McLaurin,00-0035659,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,WR,2,Stefon Diggs,00-0031588,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,WR,3,Luke McCaffrey,00-0039355,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,TE,1,Chig Okonkwo,00-0037809,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,WAS,TE,2,John Bates,00-0036628,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
